100,2015-10-22 04:29:25.345607
11,2015-10-22 04:29:41.079578
7,2015-10-22 04:29:56.696981
4,2015-10-22 04:30:12.317072
7,2015-10-22 04:30:27.945052
9,2015-10-22 04:30:43.601828
6,2015-10-22 04:30:59.260434
6,2015-10-22 04:31:14.905020
4,2015-10-22 04:31:30.535080
3,2015-10-22 04:31:46.151604
7,2015-10-22 04:32:01.803303
3,2015-10-22 04:32:17.409120
8,2015-10-22 04:32:33.064155
4,2015-10-22 04:32:48.680586
6,2015-10-22 04:33:04.304931
3,2015-10-22 04:33:19.932183
4,2015-10-22 04:33:35.556980
6,2015-10-22 04:33:51.182656
4,2015-10-22 04:34:06.789341
4,2015-10-22 04:34:22.401503
8,2015-10-22 04:34:38.032529
6,2015-10-22 04:34:53.644189
10,2015-10-22 04:35:09.268809
2,2015-10-22 04:35:24.787110
5,2015-10-22 04:35:40.406922
12,2015-10-22 04:35:56.051752
3,2015-10-22 04:36:11.689620
10,2015-10-22 04:36:27.317444
7,2015-10-22 04:36:42.937060
6,2015-10-22 04:36:58.574680
11,2015-10-22 04:37:14.290058
7,2015-10-22 04:37:29.958133
5,2015-10-22 04:37:45.606714
5,2015-10-22 04:38:01.232946
6,2015-10-22 04:38:16.847360
7,2015-10-22 04:38:32.553382
6,2015-10-22 04:38:48.210744
3,2015-10-22 04:39:03.832269
4,2015-10-22 04:39:19.363767
3,2015-10-22 04:39:34.922846
4,2015-10-22 04:39:50.541816
3,2015-10-22 04:40:06.064666
2,2015-10-22 04:40:21.585049
4,2015-10-22 04:40:37.203896
9,2015-10-22 04:40:53.034248
11,2015-10-22 04:41:08.779483
6,2015-10-22 04:41:24.407753
6,2015-10-22 04:41:40.021426
12,2015-10-22 04:41:55.772890
8,2015-10-22 04:42:11.390367
2,2015-10-22 04:42:26.943268
5,2015-10-22 04:42:42.588713
7,2015-10-22 04:42:58.236439
9,2015-10-22 04:43:13.857481
4,2015-10-22 04:43:29.469975
10,2015-10-22 04:43:45.211518
7,2015-10-22 04:44:00.828173
6,2015-10-22 04:44:16.549729
7,2015-10-22 04:44:32.167069
6,2015-10-22 04:44:47.783176
8,2015-10-22 04:45:03.432107
8,2015-10-22 04:45:19.072686
1,2015-10-22 04:45:34.600454
6,2015-10-22 04:45:50.222834
4,2015-10-22 04:46:05.745039
3,2015-10-22 04:46:21.358636
9,2015-10-22 04:46:37.021897
7,2015-10-22 04:46:52.686528
4,2015-10-22 04:47:08.215305
5,2015-10-22 04:47:23.880422
4,2015-10-22 04:47:39.508847
3,2015-10-22 04:47:55.131074
8,2015-10-22 04:48:10.814423
9,2015-10-22 04:48:26.466663
5,2015-10-22 04:48:42.169007
3,2015-10-22 04:48:57.779569
8,2015-10-22 04:49:13.415774
7,2015-10-22 04:49:29.067806
8,2015-10-22 04:49:44.690669
6,2015-10-22 04:50:00.318579
7,2015-10-22 04:50:15.940919
5,2015-10-22 04:50:31.601344
2,2015-10-22 04:50:47.113835
5,2015-10-22 04:51:02.728082
4,2015-10-22 04:51:18.294687
3,2015-10-22 04:51:33.843913
5,2015-10-22 04:51:49.466128
1,2015-10-22 04:52:04.998167
9,2015-10-22 04:52:20.651551
6,2015-10-22 04:52:36.314575
4,2015-10-22 04:52:51.961325
9,2015-10-22 04:53:07.691625
3,2015-10-22 04:53:23.218371
6,2015-10-22 04:53:38.826839
6,2015-10-22 04:53:54.459350
8,2015-10-22 04:54:10.129482
7,2015-10-22 04:54:25.783230
4,2015-10-22 04:54:41.314853
5,2015-10-22 04:54:56.938103
2,2015-10-22 04:55:12.454227
3,2015-10-22 04:55:28.066687
4,2015-10-22 04:55:43.685673
4,2015-10-22 04:55:59.301944
4,2015-10-22 04:56:14.912107
6,2015-10-22 04:56:30.555764
7,2015-10-22 04:56:46.174232
3,2015-10-22 04:57:01.702792
3,2015-10-22 04:57:17.235377
4,2015-10-22 04:57:32.878494
3,2015-10-22 04:57:48.395414
0,2015-10-22 04:58:03.903481
5,2015-10-22 04:58:19.533005
4,2015-10-22 04:58:35.089813
5,2015-10-22 04:58:50.734258
3,2015-10-22 04:59:06.360513
3,2015-10-22 04:59:21.897472
5,2015-10-22 04:59:37.532802
3,2015-10-22 04:59:53.156615
3,2015-10-22 05:00:08.684672
5,2015-10-22 05:00:24.320749
6,2015-10-22 05:00:39.930169
13,2015-10-22 05:00:55.657963
6,2015-10-22 05:01:11.281289
6,2015-10-22 05:01:26.926155
2,2015-10-22 05:01:42.449129
6,2015-10-22 05:01:58.072559
3,2015-10-22 05:02:13.633896
3,2015-10-22 05:02:29.181790
6,2015-10-22 05:02:44.812349
6,2015-10-22 05:03:00.461830
5,2015-10-22 05:03:16.150128
6,2015-10-22 05:03:31.819886
9,2015-10-22 05:03:47.533032
8,2015-10-22 05:04:03.158204
9,2015-10-22 05:04:18.798528
9,2015-10-22 05:04:34.536777
6,2015-10-22 05:04:50.194794
8,2015-10-22 05:05:05.909668
3,2015-10-22 05:05:21.529061
7,2015-10-22 05:05:37.177435
6,2015-10-22 05:05:52.793756
5,2015-10-22 05:06:08.430100
9,2015-10-22 05:06:24.088119
8,2015-10-22 05:06:39.706208
7,2015-10-22 05:06:55.335860
2,2015-10-22 05:07:10.903510
5,2015-10-22 05:07:26.544601
8,2015-10-22 05:07:42.172364
6,2015-10-22 05:07:57.814809
4,2015-10-22 05:08:13.458517
6,2015-10-22 05:08:29.085863
4,2015-10-22 05:08:44.698472
7,2015-10-22 05:09:00.347448
4,2015-10-22 05:09:15.978468
3,2015-10-22 05:09:31.513180
2,2015-10-22 05:09:47.042225
6,2015-10-22 05:10:02.780623
4,2015-10-22 05:10:18.393785
8,2015-10-22 05:10:34.031103
7,2015-10-22 05:10:49.666074
5,2015-10-22 05:11:05.291273
3,2015-10-22 05:11:20.836705
2,2015-10-22 05:11:36.359388
4,2015-10-22 05:11:51.984716
4,2015-10-22 05:12:07.644896
1,2015-10-22 05:12:23.184832
3,2015-10-22 05:12:38.741930
6,2015-10-22 05:12:54.386987
2,2015-10-22 05:13:09.897603
5,2015-10-22 05:13:25.515460
5,2015-10-22 05:13:41.132814
6,2015-10-22 05:13:56.775298
